variant,N,P,rep,seconds,rc
asm,55000,6,9,4.204008,0
asm,55000,6,10,4.228806,0
asm,55000,8,1,4.453494,0
asm,55000,8,2,4.568280,0
asm,55000,8,3,4.533838,0
asm,55000,8,4,4.547092,0
asm,55000,8,5,4.534647,0
asm,55000,8,6,4.547140,0
asm,55000,8,7,4.518834,0
asm,55000,8,8,4.568941,0
asm,55000,8,9,4.483418,0
asm,55000,8,10,4.543575,0
asm,55000,10,1,4.462687,0
asm,55000,10,2,4.517601,0
asm,55000,10,3,4.503741,0
asm,55000,10,4,4.477757,0
asm,55000,10,5,4.374224,0
asm,55000,10,6,4.517839,0
asm,55000,10,7,4.453732,0
asm,55000,10,8,4.497390,0
asm,55000,10,9,4.515958,0
asm,55000,10,10,4.501990,0
asm,55000,12,1,4.652290,0
asm,55000,12,2,4.656959,0
asm,55000,12,3,4.803784,0
asm,55000,12,4,4.770404,0
asm,55000,12,5,4.788650,0
asm,55000,12,6,4.698467,0
asm,55000,12,7,4.765335,0
asm,55000,12,8,4.694625,0
asm,55000,12,9,4.421811,0
asm,55000,12,10,4.795230,0
asm,60000,2,1,4.378128,0
asm,60000,2,2,4.399332,0
asm,60000,2,3,4.388110,0
asm,60000,2,4,4.374293,0
asm,60000,2,5,4.364175,0
asm,60000,2,6,4.364289,0
asm,60000,2,7,4.395638,0
asm,60000,2,8,4.446492,0
asm,60000,2,9,4.360881,0
asm,60000,2,10,4.390186,0
asm,60000,4,1,4.770280,0
asm,60000,4,2,4.787265,0
asm,60000,4,3,4.749600,0
asm,60000,4,4,4.790325,0
asm,60000,4,5,4.766686,0
asm,60000,4,6,4.756595,0
asm,60000,4,7,4.818333,0
asm,60000,4,8,4.854369,0
asm,60000,4,9,4.773913,0
asm,60000,4,10,4.837530,0
asm,60000,6,1,4.605263,0
asm,60000,6,2,4.475883,0
asm,60000,6,3,4.550287,0
asm,60000,6,4,4.543894,0
asm,60000,6,5,4.539929,0
asm,60000,6,6,4.565217,0
asm,60000,6,7,4.599698,0
asm,60000,6,8,4.557161,0
asm,60000,6,9,4.533770,0
asm,60000,6,10,4.487624,0
asm,60000,8,1,4.911543,0
asm,60000,8,2,4.876977,0
asm,60000,8,3,4.888513,0
asm,60000,8,4,4.906813,0
asm,60000,8,5,4.961422,0
asm,60000,8,6,4.991555,0
asm,60000,8,7,5.000057,0
asm,60000,8,8,4.956519,0
asm,60000,8,9,4.956926,0
asm,60000,8,10,4.904891,0
asm,60000,10,1,4.826963,0
asm,60000,10,2,4.834913,0
asm,60000,10,3,4.816879,0
asm,60000,10,4,4.875630,0
asm,60000,10,5,4.844242,0
asm,60000,10,6,4.907797,0
asm,60000,10,7,4.862060,0
asm,60000,10,8,4.901729,0
asm,60000,10,9,4.907642,0
asm,60000,10,10,4.967269,0
asm,60000,12,1,5.047232,0
asm,60000,12,2,5.187923,0
asm,60000,12,3,4.986962,0
asm,60000,12,4,5.189202,0
asm,60000,12,5,5.178737,0
asm,60000,12,6,5.158291,0
asm,60000,12,7,5.160206,0
asm,60000,12,8,5.160949,0
asm,60000,12,9,4.996704,0
asm,60000,12,10,5.001559,0
asm,65000,2,1,4.725352,0
asm,65000,2,2,4.787474,0
asm,65000,2,3,4.831074,0
asm,65000,2,4,4.728141,0
asm,65000,2,5,4.763289,0
asm,65000,2,6,4.759796,0
asm,65000,2,7,4.824108,0
asm,65000,2,8,4.739310,0
asm,65000,2,9,4.800104,0
asm,65000,2,10,4.757596,0
asm,65000,4,1,5.174284,0
asm,65000,4,2,5.050474,0
asm,65000,4,3,5.039256,0
asm,65000,4,4,5.408255,0
asm,65000,4,5,5.226702,0
asm,65000,4,6,5.178110,0
asm,65000,4,7,5.046307,0
asm,65000,4,8,5.176667,0
asm,65000,4,9,5.100251,0
asm,65000,4,10,5.098080,0
asm,65000,6,1,5.138841,0
asm,65000,6,2,4.992940,0
asm,65000,6,3,5.150837,0
asm,65000,6,4,5.126286,0
asm,65000,6,5,5.267225,0
asm,65000,6,6,5.104425,0
asm,65000,6,7,5.090105,0
asm,65000,6,8,5.078210,0
asm,65000,6,9,5.107033,0
asm,65000,6,10,5.027132,0
asm,65000,8,1,5.320545,0
asm,65000,8,2,5.361455,0
asm,65000,8,3,5.398800,0
asm,65000,8,4,5.372798,0
asm,65000,8,5,5.456228,0
asm,65000,8,6,5.397732,0
asm,65000,8,7,5.410610,0
asm,65000,8,8,5.406991,0
asm,65000,8,9,5.306389,0
asm,65000,8,10,5.394577,0
asm,65000,10,1,5.271767,0
asm,65000,10,2,5.288664,0
asm,65000,10,3,5.292444,0
asm,65000,10,4,5.290451,0
asm,65000,10,5,5.254194,0
asm,65000,10,6,5.247273,0
asm,65000,10,7,5.302313,0
asm,65000,10,8,5.206734,0
asm,65000,10,9,5.285019,0
asm,65000,10,10,5.288990,0
asm,65000,12,1,5.369439,0
asm,65000,12,2,5.565230,0
asm,65000,12,3,5.717256,0
asm,65000,12,4,5.716205,0
asm,65000,12,5,5.622347,0
asm,65000,12,6,5.770118,0
asm,65000,12,7,5.789147,0
asm,65000,12,8,5.598204,0
asm,65000,12,9,5.648356,0
asm,65000,12,10,5.601025,0
asm,70000,2,1,5.237303,0
asm,70000,2,2,5.125862,0
asm,70000,2,3,5.207895,0
asm,70000,2,4,5.082121,0
asm,70000,2,5,5.056983,0
asm,70000,2,6,5.100362,0
asm,70000,2,7,5.173441,0
asm,70000,2,8,5.138495,0
asm,70000,2,9,5.092295,0
asm,70000,2,10,5.048447,0
asm,70000,4,1,5.868402,0
asm,70000,4,2,5.588392,0
asm,70000,4,3,5.751164,0
asm,70000,4,4,5.705367,0
asm,70000,4,5,5.661858,0
asm,70000,4,6,5.619281,0
asm,70000,4,7,5.557038,0
asm,70000,4,8,5.579239,0
asm,70000,4,9,5.526476,0
asm,70000,4,10,5.641167,0
asm,70000,6,1,5.321971,0
asm,70000,6,2,5.510982,0
asm,70000,6,3,5.369600,0
asm,70000,6,4,5.375703,0
asm,70000,6,5,5.351282,0
asm,70000,6,6,5.291522,0
asm,70000,6,7,5.307763,0
asm,70000,6,8,5.323033,0
asm,70000,6,9,5.367220,0
asm,70000,6,10,5.178428,0
asm,70000,8,1,5.695412,0
asm,70000,8,2,5.706164,0
asm,70000,8,3,5.803918,0
asm,70000,8,4,5.642702,0
asm,70000,8,5,5.652642,0
asm,70000,8,6,5.819198,0
asm,70000,8,7,5.785187,0
asm,70000,8,8,5.755222,0
asm,70000,8,9,5.761233,0
asm,70000,8,10,5.757944,0
asm,70000,10,1,5.572923,0
asm,70000,10,2,5.655417,0
asm,70000,10,3,5.650571,0
asm,70000,10,4,5.702654,0
asm,70000,10,5,5.660538,0
asm,70000,10,6,5.652630,0
asm,70000,10,7,5.693795,0
asm,70000,10,8,5.608164,0
asm,70000,10,9,5.622544,0
asm,70000,10,10,5.629430,0
asm,70000,12,1,5.820279,0
asm,70000,12,2,5.877866,0
asm,70000,12,3,5.908985,0
asm,70000,12,4,5.852852,0
asm,70000,12,5,5.850514,0
asm,70000,12,6,5.982433,0
asm,70000,12,7,5.910125,0
asm,70000,12,8,5.908134,0
asm,70000,12,9,5.822281,0
asm,70000,12,10,6.012705,0
asm,75000,2,1,5.442094,0
asm,75000,2,2,5.519072,0
asm,75000,2,3,5.475338,0
asm,75000,2,4,5.468347,0
asm,75000,2,5,5.492339,0
asm,75000,2,6,5.468080,0
asm,75000,2,7,5.417486,0
asm,75000,2,8,5.574544,0
asm,75000,2,9,5.571176,0
asm,75000,2,10,5.452154,0
asm,75000,4,1,5.910594,0
asm,75000,4,2,6.020373,0
asm,75000,4,3,5.967995,0
asm,75000,4,4,6.049986,0
asm,75000,4,5,5.960558,0
asm,75000,4,6,5.923616,0
asm,75000,4,7,6.055795,0
asm,75000,4,8,5.924443,0
asm,75000,4,9,6.208514,0
asm,75000,4,10,6.093221,0
asm,75000,6,1,5.856547,0
asm,75000,6,2,5.804121,0
asm,75000,6,3,5.688577,0
asm,75000,6,4,5.684664,0
asm,75000,6,5,5.644853,0
asm,75000,6,6,5.598983,0
asm,75000,6,7,5.686680,0
asm,75000,6,8,5.670228,0
asm,75000,6,9,5.684379,0
asm,75000,6,10,5.802967,0
asm,75000,8,1,6.168411,0
asm,75000,8,2,6.191392,0
asm,75000,8,3,6.285927,0
asm,75000,8,4,6.286243,0
asm,75000,8,5,6.092052,0
asm,75000,8,6,6.203961,0
asm,75000,8,7,6.221224,0
asm,75000,8,8,6.167278,0
