variant,seq_len,dim_rows,dim_cols,P,rep,seconds
seq,100000,1,1,1,1,50.474656962
seq,100000,1,1,1,2,48.894327089
seq,100000,1,1,1,3,49.396239442
seq,100000,1,1,1,4,49.833710423
seq,100000,1,1,1,5,50.119077698
seq,100000,1,1,1,6,49.248858062
seq,100000,1,1,1,7,49.683152938
super,100000,2,1000,2,1,22.268991781
super,100000,2,1000,2,2,23.754364440
super,100000,2,1000,2,3,23.695092714
super,100000,2,1000,2,4,23.959834167
super,100000,2,1000,2,5,24.026534508
super,100000,2,1000,2,6,24.157900055
super,100000,2,1000,2,7,23.894902035
strategies,100000,2,1000,2,1,34.416707355
strategies,100000,2,1000,2,2,32.607011681
strategies,100000,2,1000,2,3,32.69117625
strategies,100000,2,1000,2,4,32.113654609
strategies,100000,2,1000,2,5,32.060098686
strategies,100000,2,1000,2,6,32.382189381
strategies,100000,2,1000,2,7,31.950410192
super,100000,4,1000,4,1,15.591690825
super,100000,4,1000,4,2,14.786470929
super,100000,4,1000,4,3,14.998247562
super,100000,4,1000,4,4,14.646122733
super,100000,4,1000,4,5,14.936572612
super,100000,4,1000,4,6,14.760623568
super,100000,4,1000,4,7,14.702614559
strategies,100000,4,1000,4,1,27.566346108
strategies,100000,4,1000,4,2,26.688502913
strategies,100000,4,1000,4,3,26.269194822
strategies,100000,4,1000,4,4,26.965949915
strategies,100000,4,1000,4,5,25.426382663
strategies,100000,4,1000,4,6,25.308669033
strategies,100000,4,1000,4,7,28.409242738
super,100000,8,1000,8,1,9.251361091
super,100000,8,1000,8,2,8.200996895
super,100000,8,1000,8,3,8.011127924
super,100000,8,1000,8,4,7.817436124
super,100000,8,1000,8,5,7.696946728
super,100000,8,1000,8,6,8.205069315
super,100000,8,1000,8,7,8.218538999
strategies,100000,8,1000,8,1,20.028167523
strategies,100000,8,1000,8,2,20.481028357
strategies,100000,8,1000,8,3,20.444211583
strategies,100000,8,1000,8,4,20.457232246
strategies,100000,8,1000,8,5,20.556246325
strategies,100000,8,1000,8,6,20.498223347
strategies,100000,8,1000,8,7,20.49733291
super,100000,16,1000,16,1,6.402872330
super,100000,16,1000,16,2,6.277707040
super,100000,16,1000,16,3,6.261142651
super,100000,16,1000,16,4,6.260449207
super,100000,16,1000,16,5,6.191888959
super,100000,16,1000,16,6,6.072514511
super,100000,16,1000,16,7,6.054913719
strategies,100000,16,1000,16,1,19.992665604
strategies,100000,16,1000,16,2,20.127659509
strategies,100000,16,1000,16,3,20.124301102
strategies,100000,16,1000,16,4,20.089668211
strategies,100000,16,1000,16,5,20.107271414
strategies,100000,16,1000,16,6,20.130782557
strategies,100000,16,1000,16,7,20.151143341
super,100000,24,1000,24,1,4.421388633
super,100000,24,1000,24,2,4.055633972
super,100000,24,1000,24,3,3.929496875
super,100000,24,1000,24,4,3.899914981
super,100000,24,1000,24,5,3.879087245
super,100000,24,1000,24,6,3.968740971
super,100000,24,1000,24,7,3.884658614
strategies,100000,24,1000,24,1,20.05368259
strategies,100000,24,1000,24,2,20.090447323
strategies,100000,24,1000,24,3,20.126418896
strategies,100000,24,1000,24,4,20.175519701
strategies,100000,24,1000,24,5,20.188721142
strategies,100000,24,1000,24,6,20.123299113
strategies,100000,24,1000,24,7,20.114752119
super,100000,32,1000,32,1,4.291362559
super,100000,32,1000,32,2,4.222789424
super,100000,32,1000,32,3,4.185189416
super,100000,32,1000,32,4,4.143028194
super,100000,32,1000,32,5,4.094463742
super,100000,32,1000,32,6,4.137849707
super,100000,32,1000,32,7,4.101678745
strategies,100000,32,1000,32,1,20.038837345
strategies,100000,32,1000,32,2,20.1520576
strategies,100000,32,1000,32,3,20.146120736
strategies,100000,32,1000,32,4,20.218301875
strategies,100000,32,1000,32,5,20.212578898
strategies,100000,32,1000,32,6,20.18061185
strategies,100000,32,1000,32,7,20.182569518
super,100000,48,1000,48,1,4.860448871
super,100000,48,1000,48,2,5.666284981
super,100000,48,1000,48,3,5.203918270
super,100000,48,1000,48,4,5.384447133
super,100000,48,1000,48,5,5.719042436
super,100000,48,1000,48,6,4.499582556
super,100000,48,1000,48,7,5.942818719
strategies,100000,48,1000,48,1,19.983325643
strategies,100000,48,1000,48,2,20.298695037
strategies,100000,48,1000,48,3,20.223352475
strategies,100000,48,1000,48,4,20.236243547
strategies,100000,48,1000,48,5,20.221508437
strategies,100000,48,1000,48,6,20.178693266
strategies,100000,48,1000,48,7,20.170290914
ribault_c,100000,2,1000,2,1,4.346522257
ribault_c,100000,2,1000,2,2,3.504657903
ribault_c,100000,2,1000,2,3,3.579077220
ribault_c,100000,2,1000,2,4,3.593087941
ribault_c,100000,2,1000,2,5,3.539347003
ribault_c,100000,2,1000,2,6,3.574256346
ribault_c,100000,2,1000,2,7,3.577504236
ribault_c,100000,4,1000,4,1,2.112191397
ribault_c,100000,4,1000,4,2,1.936311233
ribault_c,100000,4,1000,4,3,1.938779592
ribault_c,100000,4,1000,4,4,1.950938493
ribault_c,100000,4,1000,4,5,1.974121416
ribault_c,100000,4,1000,4,6,1.964071167
ribault_c,100000,4,1000,4,7,1.960737893
ribault_c,100000,8,1000,8,1,1.699066504
ribault_c,100000,8,1000,8,2,1.500841678
ribault_c,100000,8,1000,8,3,1.345203985
ribault_c,100000,8,1000,8,4,1.132604380
ribault_c,100000,8,1000,8,5,1.150123264
ribault_c,100000,8,1000,8,6,1.163413288
ribault_c,100000,8,1000,8,7,1.155546441
ribault_c,100000,16,1000,16,1,1.335266140
ribault_c,100000,16,1000,16,2,1.279845145
ribault_c,100000,16,1000,16,3,1.343092794
ribault_c,100000,16,1000,16,4,1.399262201
ribault_c,100000,16,1000,16,5,1.303537797
ribault_c,100000,16,1000,16,6,1.298285587
ribault_c,100000,16,1000,16,7,1.381168583
ribault_c,100000,24,1000,24,1,1.729330961
ribault_c,100000,24,1000,24,2,1.642060621
ribault_c,100000,24,1000,24,3,1.586495229
ribault_c,100000,24,1000,24,4,1.633774507
ribault_c,100000,24,1000,24,5,1.673601817
ribault_c,100000,24,1000,24,6,1.648909043
ribault_c,100000,24,1000,24,7,1.755427691
ribault_c,100000,32,1000,32,1,2.149666387
ribault_c,100000,32,1000,32,2,2.330570120
ribault_c,100000,32,1000,32,3,2.230642923
ribault_c,100000,32,1000,32,4,2.399182706
ribault_c,100000,32,1000,32,5,2.157258778
ribault_c,100000,32,1000,32,6,2.242125465
ribault_c,100000,32,1000,32,7,2.412393829
ribault_c,100000,48,1000,48,1,2.762610753
ribault_c,100000,48,1000,48,2,2.809328824
ribault_c,100000,48,1000,48,3,2.355665623
ribault_c,100000,48,1000,48,4,1.739896567
ribault_c,100000,48,1000,48,5,1.751533204
ribault_c,100000,48,1000,48,6,3.832412503
ribault_c,100000,48,1000,48,7,3.154157808
ribault_rust,100000,2,1000,2,1,5.595498499
ribault_rust,100000,2,1000,2,2,5.605797248
ribault_rust,100000,2,1000,2,3,5.584843916
ribault_rust,100000,2,1000,2,4,5.401239995
ribault_rust,100000,2,1000,2,5,5.380671009
ribault_rust,100000,2,1000,2,6,5.393119294
ribault_rust,100000,2,1000,2,7,5.501598644
ribault_rust,100000,4,1000,4,1,3.586893106
ribault_rust,100000,4,1000,4,2,2.850298392
ribault_rust,100000,4,1000,4,3,2.906801279
ribault_rust,100000,4,1000,4,4,2.962652076
ribault_rust,100000,4,1000,4,5,2.974185094
ribault_rust,100000,4,1000,4,6,2.989286071
ribault_rust,100000,4,1000,4,7,2.952837896
ribault_rust,100000,8,1000,8,1,2.345937305
ribault_rust,100000,8,1000,8,2,1.929049405
ribault_rust,100000,8,1000,8,3,1.635467019
ribault_rust,100000,8,1000,8,4,1.643359675
ribault_rust,100000,8,1000,8,5,1.689838506
ribault_rust,100000,8,1000,8,6,1.675233741
ribault_rust,100000,8,1000,8,7,1.692416421
ribault_rust,100000,16,1000,16,1,1.683226055
ribault_rust,100000,16,1000,16,2,1.602792403
ribault_rust,100000,16,1000,16,3,1.640764018
ribault_rust,100000,16,1000,16,4,1.437382772
ribault_rust,100000,16,1000,16,5,1.528546636
ribault_rust,100000,16,1000,16,6,1.443261203
ribault_rust,100000,16,1000,16,7,1.404032687
ribault_rust,100000,24,1000,24,1,1.793176944
ribault_rust,100000,24,1000,24,2,1.807982861
ribault_rust,100000,24,1000,24,3,1.831562923
ribault_rust,100000,24,1000,24,4,1.985109029
ribault_rust,100000,24,1000,24,5,1.625654289
ribault_rust,100000,24,1000,24,6,1.598661247
ribault_rust,100000,24,1000,24,7,1.576255443
ribault_rust,100000,32,1000,32,1,2.512684587
ribault_rust,100000,32,1000,32,2,2.340602611
ribault_rust,100000,32,1000,32,3,2.385134282
ribault_rust,100000,32,1000,32,4,2.402425674
ribault_rust,100000,32,1000,32,5,2.439393765
ribault_rust,100000,32,1000,32,6,2.490883334
ribault_rust,100000,32,1000,32,7,2.497348384
ribault_rust,100000,48,1000,48,1,3.997636095
ribault_rust,100000,48,1000,48,2,2.734387530
ribault_rust,100000,48,1000,48,3,4.614014726
ribault_rust,100000,48,1000,48,4,4.815719142
ribault_rust,100000,48,1000,48,5,3.765252941
ribault_rust,100000,48,1000,48,6,3.823892430
ribault_rust,100000,48,1000,48,7,2.759830496
sucuri,100000,2,1000,2,1,16.471044
sucuri,100000,2,1000,2,2,16.801549
sucuri,100000,2,1000,2,3,14.874680
sucuri,100000,2,1000,2,4,15.258880
sucuri,100000,2,1000,2,5,15.176405
sucuri,100000,2,1000,2,6,15.463161
sucuri,100000,2,1000,2,7,15.997364
sucuri,100000,4,1000,4,1,9.908066
sucuri,100000,4,1000,4,2,8.678421
sucuri,100000,4,1000,4,3,8.633496
sucuri,100000,4,1000,4,4,8.512650
sucuri,100000,4,1000,4,5,8.655945
sucuri,100000,4,1000,4,6,8.482364
sucuri,100000,4,1000,4,7,8.676306
sucuri,100000,8,1000,8,1,7.498891
sucuri,100000,8,1000,8,2,7.335685
sucuri,100000,8,1000,8,3,7.447609
sucuri,100000,8,1000,8,4,7.833845
sucuri,100000,8,1000,8,5,7.352247
sucuri,100000,8,1000,8,6,7.639593
sucuri,100000,8,1000,8,7,7.631877
sucuri,100000,16,1000,16,1,7.311472
sucuri,100000,16,1000,16,2,8.679231
sucuri,100000,16,1000,16,3,7.464931
sucuri,100000,16,1000,16,4,7.437269
sucuri,100000,16,1000,16,5,8.691133
sucuri,100000,16,1000,16,6,7.401744
sucuri,100000,16,1000,16,7,7.433724
sucuri,100000,24,1000,24,1,7.702367
sucuri,100000,24,1000,24,2,7.687852
sucuri,100000,24,1000,24,3,7.706858
sucuri,100000,24,1000,24,4,7.700856
sucuri,100000,24,1000,24,5,7.675923
sucuri,100000,24,1000,24,6,8.848283
sucuri,100000,24,1000,24,7,7.704652
sucuri,100000,32,1000,32,1,8.975815
sucuri,100000,32,1000,32,2,8.821657
sucuri,100000,32,1000,32,3,8.891464
sucuri,100000,32,1000,32,4,7.886861
sucuri,100000,32,1000,32,5,7.964240
sucuri,100000,32,1000,32,6,7.850460
sucuri,100000,32,1000,32,7,7.866899
sucuri,100000,48,1000,48,1,8.534845
sucuri,100000,48,1000,48,2,8.549533
sucuri,100000,48,1000,48,3,8.709544
sucuri,100000,48,1000,48,4,8.814323
sucuri,100000,48,1000,48,5,8.588541
sucuri,100000,48,1000,48,6,8.494506
sucuri,100000,48,1000,48,7,9.347370
timely,100000,2,1000,2,1,6.286346327
timely,100000,2,1000,2,2,5.466555769
timely,100000,2,1000,2,3,5.463832454
timely,100000,2,1000,2,4,5.419888988
timely,100000,2,1000,2,5,5.442280923
timely,100000,2,1000,2,6,5.413304268
timely,100000,2,1000,2,7,5.394737908
timely,100000,4,1000,4,1,3.609135187
timely,100000,4,1000,4,2,2.832495928
timely,100000,4,1000,4,3,2.887121288
timely,100000,4,1000,4,4,2.869926414
timely,100000,4,1000,4,5,2.882178544
timely,100000,4,1000,4,6,2.82422235
timely,100000,4,1000,4,7,2.932088699
timely,100000,8,1000,8,1,2.934361898
timely,100000,8,1000,8,2,2.028402041
timely,100000,8,1000,8,3,2.01930346
timely,100000,8,1000,8,4,2.027430475
timely,100000,8,1000,8,5,2.040137731
timely,100000,8,1000,8,6,2.032418238
timely,100000,8,1000,8,7,2.053539928
timely,100000,16,1000,16,1,1.348636855
timely,100000,16,1000,16,2,1.1649644590000001
timely,100000,16,1000,16,3,1.023964541
timely,100000,16,1000,16,4,0.990701772
timely,100000,16,1000,16,5,1.003305921
timely,100000,16,1000,16,6,1.02537851
timely,100000,16,1000,16,7,1.00560905
timely,100000,24,1000,24,1,2.681928372
timely,100000,24,1000,24,2,2.064571518
timely,100000,24,1000,24,3,2.073166774
timely,100000,24,1000,24,4,2.064324223
timely,100000,24,1000,24,5,2.089742463
timely,100000,24,1000,24,6,2.056422819
timely,100000,24,1000,24,7,2.087953972
timely,100000,32,1000,32,1,1.065101254
timely,100000,32,1000,32,2,0.86403547
timely,100000,32,1000,32,3,0.875261627
timely,100000,32,1000,32,4,0.868160865
timely,100000,32,1000,32,5,0.86979018
timely,100000,32,1000,32,6,0.883851182
timely,100000,32,1000,32,7,0.884381049
timely,100000,48,1000,48,1,3.703695814
timely,100000,48,1000,48,2,3.553727818
timely,100000,48,1000,48,3,3.517712248
timely,100000,48,1000,48,4,3.515852809
timely,100000,48,1000,48,5,3.580682993
timely,100000,48,1000,48,6,3.474374955
timely,100000,48,1000,48,7,3.490101285
seq,100000,1,1,1,1,50.840248287
seq,100000,1,1,1,2,49.669432673
seq,100000,1,1,1,3,49.968681467
seq,100000,1,1,1,4,50.725215002
seq,100000,1,1,1,5,50.473031507
seq,100000,1,1,1,6,50.605295287
seq,100000,1,1,1,7,50.321260561
super,100000,3,1000,3,1,18.684917488
super,100000,3,1000,3,2,17.571112850
super,100000,3,1000,3,3,17.278786073
super,100000,3,1000,3,4,17.378782898
super,100000,3,1000,3,5,17.356754719
super,100000,3,1000,3,6,17.373638325
super,100000,3,1000,3,7,17.084801949
strategies,100000,3,1000,3,1,32.277065212
strategies,100000,3,1000,3,2,29.644779763
strategies,100000,3,1000,3,3,30.509634401
strategies,100000,3,1000,3,4,32.403109381
strategies,100000,3,1000,3,5,30.181785532
strategies,100000,3,1000,3,6,30.550002387
strategies,100000,3,1000,3,7,30.201339184
super,100000,7,1000,7,1,11.896721898
super,100000,7,1000,7,2,8.898915814
super,100000,7,1000,7,3,8.633557197
super,100000,7,1000,7,4,8.587756336
super,100000,7,1000,7,5,8.621270682
super,100000,7,1000,7,6,8.808324416
super,100000,7,1000,7,7,8.815235246
strategies,100000,7,1000,7,1,20.416015269
strategies,100000,7,1000,7,2,21.576550378
strategies,100000,7,1000,7,3,20.338356164
strategies,100000,7,1000,7,4,19.990684154
strategies,100000,7,1000,7,5,21.04671389
strategies,100000,7,1000,7,6,20.051240315
strategies,100000,7,1000,7,7,21.246201815
super,100000,13,1000,13,1,7.545202501
super,100000,13,1000,13,2,7.727036032
super,100000,13,1000,13,3,7.614372875
super,100000,13,1000,13,4,7.527887522
super,100000,13,1000,13,5,7.642992622
super,100000,13,1000,13,6,7.496989379
super,100000,13,1000,13,7,7.595635162
strategies,100000,13,1000,13,1,20.083662291
strategies,100000,13,1000,13,2,20.115654367
strategies,100000,13,1000,13,3,19.989838444
strategies,100000,13,1000,13,4,20.089805751
strategies,100000,13,1000,13,5,20.072008898
strategies,100000,13,1000,13,6,20.113145528
strategies,100000,13,1000,13,7,20.105049827
super,100000,19,1000,19,1,6.043611843
super,100000,19,1000,19,2,5.772132521
super,100000,19,1000,19,3,5.467305954
super,100000,19,1000,19,4,5.047563072
super,100000,19,1000,19,5,4.937452614
super,100000,19,1000,19,6,4.666833934
super,100000,19,1000,19,7,4.511636118
strategies,100000,19,1000,19,1,20.034712993
strategies,100000,19,1000,19,2,20.120351926
strategies,100000,19,1000,19,3,20.093688784
strategies,100000,19,1000,19,4,20.123356079
strategies,100000,19,1000,19,5,20.112651728
strategies,100000,19,1000,19,6,20.132168746
strategies,100000,19,1000,19,7,20.112496247
super,100000,23,1000,23,1,4.753062178
super,100000,23,1000,23,2,4.226000709
super,100000,23,1000,23,3,4.206232659
super,100000,23,1000,23,4,4.091849199
super,100000,23,1000,23,5,4.237213744
super,100000,23,1000,23,6,4.145702226
super,100000,23,1000,23,7,4.043656943
strategies,100000,23,1000,23,1,20.020274277
strategies,100000,23,1000,23,2,20.105062488
strategies,100000,23,1000,23,3,20.142606494
strategies,100000,23,1000,23,4,20.178331907
strategies,100000,23,1000,23,5,20.124512157
strategies,100000,23,1000,23,6,20.145384815
strategies,100000,23,1000,23,7,20.14061583
ribault_c,100000,3,1000,3,1,3.147517862
ribault_c,100000,3,1000,3,2,2.365959208
ribault_c,100000,3,1000,3,3,2.377825292
ribault_c,100000,3,1000,3,4,2.348769243
ribault_c,100000,3,1000,3,5,2.357612614
ribault_c,100000,3,1000,3,6,2.361071930
ribault_c,100000,3,1000,3,7,2.367869994
ribault_c,100000,7,1000,7,1,1.382929976
ribault_c,100000,7,1000,7,2,1.238631257
ribault_c,100000,7,1000,7,3,1.216061544
ribault_c,100000,7,1000,7,4,1.202147328
ribault_c,100000,7,1000,7,5,1.252948409
ribault_c,100000,7,1000,7,6,1.208750914
ribault_c,100000,7,1000,7,7,1.215831725
ribault_c,100000,13,1000,13,1,1.283569729
ribault_c,100000,13,1000,13,2,1.222904183
ribault_c,100000,13,1000,13,3,1.094315432
ribault_c,100000,13,1000,13,4,1.071432363
ribault_c,100000,13,1000,13,5,1.046815480
ribault_c,100000,13,1000,13,6,1.086039548
ribault_c,100000,13,1000,13,7,1.084542887
ribault_c,100000,19,1000,19,1,1.345729339
ribault_c,100000,19,1000,19,2,1.228774353
ribault_c,100000,19,1000,19,3,1.214563504
ribault_c,100000,19,1000,19,4,1.173150005
ribault_c,100000,19,1000,19,5,1.255184440
ribault_c,100000,19,1000,19,6,1.293229057
ribault_c,100000,19,1000,19,7,1.220416540
ribault_c,100000,23,1000,23,1,1.509953065
ribault_c,100000,23,1000,23,2,1.358807769
ribault_c,100000,23,1000,23,3,1.375981076
ribault_c,100000,23,1000,23,4,1.405874755
ribault_c,100000,23,1000,23,5,1.345800926
ribault_c,100000,23,1000,23,6,1.340119024
ribault_c,100000,23,1000,23,7,1.331990960
ribault_rust,100000,3,1000,3,1,4.371115697
ribault_rust,100000,3,1000,3,2,3.671811138
ribault_rust,100000,3,1000,3,3,3.617617889
ribault_rust,100000,3,1000,3,4,3.643936733
ribault_rust,100000,3,1000,3,5,3.617276802
ribault_rust,100000,3,1000,3,6,3.585843945
ribault_rust,100000,3,1000,3,7,3.580070900
ribault_rust,100000,7,1000,7,1,2.303718628
ribault_rust,100000,7,1000,7,2,1.736938889
ribault_rust,100000,7,1000,7,3,1.756132750
ribault_rust,100000,7,1000,7,4,1.784347282
ribault_rust,100000,7,1000,7,5,1.762937558
ribault_rust,100000,7,1000,7,6,1.781762735
ribault_rust,100000,7,1000,7,7,1.744692335
ribault_rust,100000,13,1000,13,1,1.606720197
ribault_rust,100000,13,1000,13,2,1.384864765
ribault_rust,100000,13,1000,13,3,1.406296106
ribault_rust,100000,13,1000,13,4,1.465254480
ribault_rust,100000,13,1000,13,5,1.441559101
ribault_rust,100000,13,1000,13,6,1.356830320
ribault_rust,100000,13,1000,13,7,1.425037136
ribault_rust,100000,19,1000,19,1,1.633147790
ribault_rust,100000,19,1000,19,2,1.569153782
ribault_rust,100000,19,1000,19,3,1.422856986
ribault_rust,100000,19,1000,19,4,1.511416754
ribault_rust,100000,19,1000,19,5,1.502146565
ribault_rust,100000,19,1000,19,6,1.473260562
ribault_rust,100000,19,1000,19,7,1.424965148
ribault_rust,100000,23,1000,23,1,1.633442582
ribault_rust,100000,23,1000,23,2,1.575178299
ribault_rust,100000,23,1000,23,3,1.441664026
ribault_rust,100000,23,1000,23,4,1.539273018
ribault_rust,100000,23,1000,23,5,1.472264556
ribault_rust,100000,23,1000,23,6,1.535184157
ribault_rust,100000,23,1000,23,7,1.500271996
sucuri,100000,3,1000,3,1,9.777395
sucuri,100000,3,1000,3,2,9.706846
sucuri,100000,3,1000,3,3,9.505460
sucuri,100000,3,1000,3,4,9.651634
sucuri,100000,3,1000,3,5,9.643795
sucuri,100000,3,1000,3,6,9.563020
sucuri,100000,3,1000,3,7,9.675174
sucuri,100000,7,1000,7,1,6.603172
sucuri,100000,7,1000,7,2,6.942430
sucuri,100000,7,1000,7,3,6.166130
sucuri,100000,7,1000,7,4,7.164231
sucuri,100000,7,1000,7,5,7.071850
sucuri,100000,7,1000,7,6,6.913432
sucuri,100000,7,1000,7,7,7.058588
sucuri,100000,13,1000,13,1,6.984700
sucuri,100000,13,1000,13,2,8.273445
sucuri,100000,13,1000,13,3,8.279363
sucuri,100000,13,1000,13,4,8.214477
sucuri,100000,13,1000,13,5,7.016453
sucuri,100000,13,1000,13,6,7.024215
sucuri,100000,13,1000,13,7,6.955383
sucuri,100000,19,1000,19,1,7.441772
sucuri,100000,19,1000,19,2,7.437088
sucuri,100000,19,1000,19,3,8.611174
sucuri,100000,19,1000,19,4,7.418605
sucuri,100000,19,1000,19,5,7.397261
sucuri,100000,19,1000,19,6,7.424971
sucuri,100000,19,1000,19,7,7.572405
sucuri,100000,23,1000,23,1,7.589835
sucuri,100000,23,1000,23,2,7.614790
sucuri,100000,23,1000,23,3,7.555848
sucuri,100000,23,1000,23,4,8.696227
sucuri,100000,23,1000,23,5,7.571608
sucuri,100000,23,1000,23,6,7.583421
sucuri,100000,23,1000,23,7,8.776729
timely,100000,3,1000,3,1,22.007310805
timely,100000,3,1000,3,2,21.393378654
timely,100000,3,1000,3,3,21.395976874
timely,100000,3,1000,3,4,21.493719644
timely,100000,3,1000,3,5,21.306569411
timely,100000,3,1000,3,6,20.993198675
timely,100000,3,1000,3,7,21.278810937
timely,100000,7,1000,7,1,4.061825455
timely,100000,7,1000,7,2,3.589338384
timely,100000,7,1000,7,3,3.594414033
timely,100000,7,1000,7,4,3.5970753269999998
timely,100000,7,1000,7,5,3.5704931049999997
timely,100000,7,1000,7,6,3.549972215
timely,100000,7,1000,7,7,3.531447938
timely,100000,13,1000,13,1,1.514982456
timely,100000,13,1000,13,2,1.159787887
timely,100000,13,1000,13,3,1.156653195
timely,100000,13,1000,13,4,1.149908636
timely,100000,13,1000,13,5,1.155153324
timely,100000,13,1000,13,6,1.151511217
timely,100000,13,1000,13,7,1.152149367
timely,100000,19,1000,19,1,1.908322493
timely,100000,19,1000,19,2,1.5107592269999999
timely,100000,19,1000,19,3,1.5095481020000001
timely,100000,19,1000,19,4,1.509053317
timely,100000,19,1000,19,5,1.509602991
timely,100000,19,1000,19,6,1.510650118
timely,100000,19,1000,19,7,1.509989209
timely,100000,23,1000,23,1,1.718586437
timely,100000,23,1000,23,2,1.300210124
timely,100000,23,1000,23,3,1.283681171
timely,100000,23,1000,23,4,1.285550088
timely,100000,23,1000,23,5,1.285263739
timely,100000,23,1000,23,6,1.2836282319999999
timely,100000,23,1000,23,7,1.285016879
seq,200000,1,1,1,1,197.909444726
seq,200000,1,1,1,2,198.374880122
seq,200000,1,1,1,3,196.790180569
seq,200000,1,1,1,4,193.224004015
seq,200000,1,1,1,5,197.383887874
seq,200000,1,1,1,6,200.948942587
seq,200000,1,1,1,7,196.944752901
super,200000,2,2000,2,1,87.768456246
super,200000,2,2000,2,2,89.213981559
super,200000,2,2000,2,3,89.041780381
super,200000,2,2000,2,4,88.953697875
super,200000,2,2000,2,5,89.834779266
super,200000,2,2000,2,6,88.655952376
super,200000,2,2000,2,7,89.317634176
strategies,200000,2,2000,2,1,133.155990744
strategies,200000,2,2000,2,2,131.898957174
strategies,200000,2,2000,2,3,130.397850081
strategies,200000,2,2000,2,4,129.731952347
strategies,200000,2,2000,2,5,130.126036015
strategies,200000,2,2000,2,6,130.920648842
strategies,200000,2,2000,2,7,128.393635239
super,200000,4,2000,4,1,52.654200308
super,200000,4,2000,4,2,54.030434139
super,200000,4,2000,4,3,55.884160344
super,200000,4,2000,4,4,54.840344829
super,200000,4,2000,4,5,56.294018559
super,200000,4,2000,4,6,54.420355192
super,200000,4,2000,4,7,53.714056404
strategies,200000,4,2000,4,1,88.362040006
strategies,200000,4,2000,4,2,83.728858197
strategies,200000,4,2000,4,3,84.123960947
strategies,200000,4,2000,4,4,84.557353581
strategies,200000,4,2000,4,5,84.964252663
strategies,200000,4,2000,4,6,85.000257463
strategies,200000,4,2000,4,7,83.94716502
super,200000,8,2000,8,1,33.891430262
super,200000,8,2000,8,2,33.700433886
super,200000,8,2000,8,3,33.811133155
super,200000,8,2000,8,4,33.552953084
super,200000,8,2000,8,5,33.575804859
super,200000,8,2000,8,6,33.478134130
super,200000,8,2000,8,7,33.074663886
strategies,200000,8,2000,8,1,75.050882354
strategies,200000,8,2000,8,2,74.728391467
strategies,200000,8,2000,8,3,75.998763792
strategies,200000,8,2000,8,4,74.308025862
strategies,200000,8,2000,8,5,75.985843042
strategies,200000,8,2000,8,6,75.381749049
strategies,200000,8,2000,8,7,74.9552193
super,200000,16,2000,16,1,21.284388265
super,200000,16,2000,16,2,21.260440648
super,200000,16,2000,16,3,22.612096867
super,200000,16,2000,16,4,20.353394601
super,200000,16,2000,16,5,20.909995621
super,200000,16,2000,16,6,20.996837358
super,200000,16,2000,16,7,20.639924835
strategies,200000,16,2000,16,1,40.225667373
strategies,200000,16,2000,16,2,40.500966986
strategies,200000,16,2000,16,3,40.438694351
strategies,200000,16,2000,16,4,40.505230078
strategies,200000,16,2000,16,5,40.408861119
strategies,200000,16,2000,16,6,40.548029114
strategies,200000,16,2000,16,7,40.50255709
super,200000,24,2000,24,1,15.657492699
super,200000,24,2000,24,2,16.474289825
super,200000,24,2000,24,3,17.276616589
super,200000,24,2000,24,4,15.752104780
super,200000,24,2000,24,5,15.869609052
super,200000,24,2000,24,6,15.572647031
super,200000,24,2000,24,7,16.054127792
strategies,200000,24,2000,24,1,40.232730042
strategies,200000,24,2000,24,2,40.204304738
strategies,200000,24,2000,24,3,40.291657444
strategies,200000,24,2000,24,4,40.233065242
strategies,200000,24,2000,24,5,40.297233092
strategies,200000,24,2000,24,6,40.289334645
strategies,200000,24,2000,24,7,40.168614531
super,200000,32,2000,32,1,13.997048715
super,200000,32,2000,32,2,13.921698087
super,200000,32,2000,32,3,14.078213308
super,200000,32,2000,32,4,14.083866593
super,200000,32,2000,32,5,14.107151980
super,200000,32,2000,32,6,14.228553013
super,200000,32,2000,32,7,13.873630958
strategies,200000,32,2000,32,1,40.286211198
strategies,200000,32,2000,32,2,40.387611561
strategies,200000,32,2000,32,3,40.313211046
strategies,200000,32,2000,32,4,40.325435783
strategies,200000,32,2000,32,5,40.310566362
strategies,200000,32,2000,32,6,40.339937003
strategies,200000,32,2000,32,7,40.261438373
super,200000,48,2000,48,1,13.627701056
super,200000,48,2000,48,2,13.675629656
super,200000,48,2000,48,3,14.743275684
super,200000,48,2000,48,4,15.690201250
super,200000,48,2000,48,5,14.317822299
super,200000,48,2000,48,6,14.797596474
super,200000,48,2000,48,7,15.121025398
strategies,200000,48,2000,48,1,40.282286318
strategies,200000,48,2000,48,2,40.408223605
strategies,200000,48,2000,48,3,40.427230853
strategies,200000,48,2000,48,4,40.538367752
strategies,200000,48,2000,48,5,40.475993929
strategies,200000,48,2000,48,6,40.34442959
strategies,200000,48,2000,48,7,40.459589626
ribault_c,200000,2,2000,2,1,13.698473742
ribault_c,200000,2,2000,2,2,13.023799436
ribault_c,200000,2,2000,2,3,13.246473975
ribault_c,200000,2,2000,2,4,13.589095521
ribault_c,200000,2,2000,2,5,13.567292384
ribault_c,200000,2,2000,2,6,13.779278053
ribault_c,200000,2,2000,2,7,13.907551215
ribault_c,200000,4,2000,4,1,7.777034351
ribault_c,200000,4,2000,4,2,7.449821648
