variant,N,P,rep,seconds,rc
super,600,8,6,0.349346080,0
super,600,8,7,0.323791712,0
super,600,8,8,0.325322888,0
super,600,8,9,0.324511728,0
super,600,8,10,0.323801087,0
super,650,1,1,2.046841275,0
super,650,1,2,2.051431549,0
super,650,1,3,2.036799059,0
super,650,1,4,2.060364540,0
super,650,1,5,2.060138442,0
super,650,1,6,2.052027850,0
super,650,1,7,2.081820002,0
super,650,1,8,2.063007081,0
super,650,1,9,2.047966468,0
super,650,1,10,2.040801966,0
super,650,2,1,2.373296503,0
super,650,2,2,2.388202417,0
super,650,2,3,2.392182659,0
super,650,2,4,2.369000587,0
super,650,2,5,2.333213316,0
super,650,2,6,2.373844920,0
super,650,2,7,2.402694762,0
super,650,2,8,2.422639781,0
super,650,2,9,2.372428746,0
super,650,2,10,2.390858813,0
super,650,4,1,0.746692039,0
super,650,4,2,0.753997346,0
super,650,4,3,0.763890411,0
super,650,4,4,0.778585992,0
super,650,4,5,0.768017543,0
super,650,4,6,0.756831112,0
super,650,4,7,0.752883430,0
super,650,4,8,1.364316179,0
super,650,4,9,0.757439594,0
super,650,4,10,1.340613705,0
super,650,8,1,0.413225213,0
super,650,8,2,0.412206472,0
super,650,8,3,0.417203331,0
super,650,8,4,0.420120559,0
super,650,8,5,0.412883058,0
super,650,8,6,0.420905999,0
super,650,8,7,0.412771798,0
super,650,8,8,0.417224446,0
super,650,8,9,0.417768278,0
super,650,8,10,0.414757844,0
super,700,1,1,2.549339849,0
super,700,1,2,2.574598316,0
super,700,1,3,2.579439807,0
super,700,1,4,2.542092797,0
super,700,1,5,2.552946326,0
super,700,1,6,2.583494203,0
super,700,1,7,2.542751007,0
super,700,1,8,2.567921746,0
super,700,1,9,2.553033880,0
super,700,1,10,2.578625461,0
super,700,2,1,3.003363272,0
super,700,2,2,2.893168336,0
super,700,2,3,2.992358059,0
super,700,2,4,1.839804331,0
super,700,2,5,1.845476770,0
super,700,2,6,2.973916950,0
super,700,2,7,2.971163743,0
super,700,2,8,2.971604276,0
super,700,2,9,1.830079673,0
super,700,2,10,2.980350656,0
super,700,4,1,0.931962787,0
super,700,4,2,0.938293434,0
super,700,4,3,0.945935623,0
super,700,4,4,0.928829222,0
super,700,4,5,0.923882603,0
super,700,4,6,0.935782268,0
super,700,4,7,0.939939605,0
super,700,4,8,0.939867513,0
super,700,4,9,0.952043545,0
super,700,4,10,0.935710841,0
super,700,8,1,0.515457184,0
super,700,8,2,0.526691007,0
super,700,8,3,0.518665954,0
super,700,8,4,0.517055249,0
super,700,8,5,0.516987462,0
super,700,8,6,0.513483320,0
super,700,8,7,0.527774702,0
super,700,8,8,0.529415358,0
super,700,8,9,0.527784141,0
super,700,8,10,0.518295910,0
super,750,1,1,3.156917173,0
super,750,1,2,3.134639887,0
super,750,1,3,3.137465867,0
super,750,1,4,3.133968779,0
super,750,1,5,3.144192471,0
super,750,1,6,3.151060700,0
super,750,1,7,3.132235061,0
super,750,1,8,3.153095545,0
super,750,1,9,3.130240587,0
super,750,1,10,3.143806763,0
super,750,2,1,3.666201180,0
super,750,2,2,3.678817347,0
super,750,2,3,2.258904707,0
super,750,2,4,3.670553366,0
super,750,2,5,3.672675080,0
super,750,2,6,3.670750962,0
super,750,2,7,3.655776654,0
super,750,2,8,3.648764765,0
super,750,2,9,3.680166385,0
super,750,2,10,3.663143808,0
super,750,4,1,1.152956465,0
super,750,4,2,1.152269146,0
super,750,4,3,1.151910856,0
super,750,4,4,1.167741966,0
super,750,4,5,1.153309171,0
super,750,4,6,1.163831054,0
super,750,4,7,1.153326986,0
super,750,4,8,1.160233644,0
super,750,4,9,2.107485699,0
super,750,4,10,1.167805147,0
super,750,8,1,0.634965612,0
super,750,8,2,0.632055330,0
super,750,8,3,0.640377676,0
super,750,8,4,0.631278566,0
super,750,8,5,0.636300013,0
super,750,8,6,0.637398908,0
super,750,8,7,1.109927948,0
super,750,8,8,0.638515907,0
super,750,8,9,0.639220125,0
super,750,8,10,0.642970207,0
super,800,1,1,3.818376925,0
super,800,1,2,3.770425560,0
super,800,1,3,3.785179074,0
super,800,1,4,3.782070271,0
super,800,1,5,3.822476884,0
super,800,1,6,3.807693226,0
super,800,1,7,3.783685159,0
super,800,1,8,3.785334485,0
super,800,1,9,3.785266687,0
super,800,1,10,3.804362401,0
super,800,2,1,4.475938422,0
super,800,2,2,4.484144592,0
super,800,2,3,4.468426016,0
super,800,2,4,4.427948801,0
super,800,2,5,4.454229545,0
super,800,2,6,4.470505304,0
super,800,2,7,2.728779863,0
super,800,2,8,4.433857320,0
super,800,2,9,4.433764514,0
super,800,2,10,4.406108947,0
super,800,4,1,1.400936079,0
super,800,4,2,1.390875977,0
super,800,4,3,1.377611018,0
super,800,4,4,1.389827321,0
super,800,4,5,2.728850881,0
super,800,4,6,1.390086283,0
super,800,4,7,1.410484021,0
super,800,4,8,1.405416618,0
super,800,4,9,1.385869161,0
super,800,4,10,1.402829273,0
super,800,8,1,0.761417122,0
super,800,8,2,0.763701415,0
super,800,8,3,0.771036109,0
super,800,8,4,0.770001208,0
super,800,8,5,0.767686648,0
super,800,8,6,0.776022223,0
super,800,8,7,0.780496847,0
super,800,8,8,0.767630076,0
super,800,8,9,0.770567910,0
super,800,8,10,1.336198086,0
super,850,1,1,4.582793212,0
super,850,1,2,4.588193528,0
super,850,1,3,4.579168908,0
super,850,1,4,4.560675290,0
super,850,1,5,4.562881151,0
super,850,1,6,4.575920760,0
super,850,1,7,4.560683633,0
super,850,1,8,4.676401662,0
super,850,1,9,4.529755656,0
super,850,1,10,4.513144311,0
super,850,2,1,5.362624917,0
super,850,2,2,3.302054337,0
super,850,2,3,3.288508750,0
super,850,2,4,5.350440745,0
super,850,2,5,3.299519688,0
super,850,2,6,3.260869058,0
super,850,2,7,5.318628821,0
super,850,2,8,5.329978545,0
super,850,2,9,5.296172004,0
super,850,2,10,3.231400193,0
super,850,4,1,1.662423067,0
super,850,4,2,1.667881170,0
super,850,4,3,1.654042371,0
super,850,4,4,1.656077147,0
super,850,4,5,1.670674518,0
super,850,4,6,1.658169506,0
super,850,4,7,1.645932046,0
super,850,4,8,1.661825031,0
super,850,4,9,1.662603630,0
super,850,4,10,3.026798866,0
super,850,8,1,0.910667722,0
super,850,8,2,0.924040712,0
super,850,8,3,0.914997492,0
super,850,8,4,0.916196656,0
super,850,8,5,0.925836536,0
super,850,8,6,0.932077269,0
super,850,8,7,0.936779290,0
super,850,8,8,0.921227237,0
super,850,8,9,0.926466858,0
super,850,8,10,0.927889086,0
super,900,1,1,5.444477697,0
super,900,1,2,5.379326504,0
super,900,1,3,5.411064364,0
super,900,1,4,5.406394004,0
super,900,1,5,5.386990957,0
super,900,1,6,5.431682526,0
super,900,1,7,5.407837836,0
super,900,1,8,5.396795150,0
super,900,1,9,5.390598388,0
super,900,1,10,5.411517963,0
super,900,2,1,6.342930637,0
super,900,2,2,6.367129991,0
super,900,2,3,6.322224509,0
super,900,2,4,3.882571336,0
super,900,2,5,6.329794223,0
super,900,2,6,6.267974942,0
super,900,2,7,6.288548837,0
super,900,2,8,6.264560375,0
super,900,2,9,6.270244693,0
super,900,2,10,6.270960695,0
super,900,4,1,1.941963989,0
super,900,4,2,1.955517838,0
super,900,4,3,1.949092328,0
super,900,4,4,1.958344908,0
super,900,4,5,1.956654184,0
super,900,4,6,1.966598567,0
super,900,4,7,1.935670773,0
super,900,4,8,1.966652175,0
super,900,4,9,3.565413236,0
super,900,4,10,3.194849849,0
super,900,8,1,1.081422935,0
super,900,8,2,1.086619955,0
super,900,8,3,1.091021111,0
super,900,8,4,1.085975388,0
super,900,8,5,1.122308635,0
super,900,8,6,1.093135072,0
super,900,8,7,1.089887661,0
super,900,8,8,1.105559017,0
super,900,8,9,1.114070381,0
super,900,8,10,1.112335920,0
super,950,1,1,6.501015275,0
super,950,1,2,6.448028218,0
super,950,1,3,6.357497007,0
super,950,1,4,6.376352110,0
super,950,1,5,6.343997905,0
super,950,1,6,6.379922629,0
super,950,1,7,6.323013193,0
super,950,1,8,6.422444101,0
super,950,1,9,6.573550228,0
super,950,1,10,6.352582882,0
super,950,2,1,4.640419842,0
super,950,2,2,7.627532942,0
super,950,2,3,7.726832665,0
super,950,2,4,4.683752400,0
super,950,2,5,7.534448577,0
super,950,2,6,7.498334878,0
super,950,2,7,7.415706490,0
super,950,2,8,7.351055021,0
super,950,2,9,7.393278336,0
super,950,2,10,7.382581674,0
super,950,4,1,2.300670484,0
super,950,4,2,2.302053024,0
super,950,4,3,2.346145639,0
super,950,4,4,2.306058185,0
super,950,4,5,2.307446955,0
super,950,4,6,2.342028697,0
super,950,4,7,2.323586358,0
super,950,4,8,2.310748094,0
super,950,4,9,2.320941943,0
super,950,4,10,2.349564237,0
super,950,8,1,1.346410411,0
super,950,8,2,1.477058793,0
super,950,8,3,1.393034279,0
super,950,8,4,1.304249782,0
super,950,8,5,1.337130245,0
super,950,8,6,1.303356553,0
super,950,8,7,1.539263905,0
super,950,8,8,1.309926339,0
super,950,8,9,2.278475016,0
super,950,8,10,1.295729042,0
super,1000,1,1,7.447273915,0
super,1000,1,2,7.543090099,0
super,1000,1,3,7.421713484,0
super,1000,1,4,7.444274632,0
super,1000,1,5,7.416560483,0
super,1000,1,6,7.601387475,0
super,1000,1,7,7.421188419,0
super,1000,1,8,7.499806575,0
super,1000,1,9,7.389617196,0
super,1000,1,10,7.370862214,0
super,1000,2,1,8.814866615,0
super,1000,2,2,8.740361255,0
super,1000,2,3,8.741815815,0
super,1000,2,4,8.641945098,0
super,1000,2,5,8.714038659,0
super,1000,2,6,8.766124812,0
super,1000,2,7,5.435481515,0
super,1000,2,8,5.518925849,0
super,1000,2,9,8.807779435,0
super,1000,2,10,8.905096030,0
super,1000,4,1,2.827252345,0
super,1000,4,2,2.769565736,0
super,1000,4,3,2.823357494,0
super,1000,4,4,2.805523611,0
super,1000,4,5,2.758624751,0
super,1000,4,6,2.775059115,0
super,1000,4,7,4.957284989,0
super,1000,4,8,2.836373893,0
super,1000,4,9,2.835547660,0
super,1000,4,10,2.799329847,0
super,1000,8,1,1.722718296,0
super,1000,8,2,1.586038049,0
super,1000,8,3,1.622921635,0
super,1000,8,4,2.966068571,0
super,1000,8,5,2.769562144,0
super,1000,8,6,1.766080044,0
super,1000,8,7,1.625111153,0
super,1000,8,8,1.585111460,0
super,1000,8,9,1.542208932,0
super,1000,8,10,1.620771962,0
