variant,N,P,rep,seconds,rc
parpseq,350,2,1,0.255816951,0
parpseq,350,2,2,0.313357198,0
parpseq,350,2,3,0.310341566,0
parpseq,350,2,4,0.345750764,0
parpseq,350,2,5,0.299032601,0
parpseq,350,2,6,0.294580035,0
parpseq,350,2,7,0.35614149,0
parpseq,350,2,8,0.270619687,0
parpseq,350,2,9,0.35549085,0
parpseq,350,2,10,0.307547511,0
parpseq,350,4,1,0.127388837,0
parpseq,350,4,2,9.8042806e-2,0
parpseq,350,4,3,0.162479281,0
parpseq,350,4,4,0.105892771,0
parpseq,350,4,5,0.106591772,0
parpseq,350,4,6,0.12315143,0
parpseq,350,4,7,0.109379916,0
parpseq,350,4,8,0.105479627,0
parpseq,350,4,9,0.139737809,0
parpseq,350,4,10,0.119391008,0
parpseq,350,8,1,6.9999862e-2,0
parpseq,350,8,2,7.7717167e-2,0
parpseq,350,8,3,7.2281485e-2,0
parpseq,350,8,4,7.0201211e-2,0
parpseq,350,8,5,7.0011215e-2,0
parpseq,350,8,6,7.2601841e-2,0
parpseq,350,8,7,7.7047056e-2,0
parpseq,350,8,8,7.6651461e-2,0
parpseq,350,8,9,7.4318105e-2,0
parpseq,350,8,10,7.756617e-2,0
parpseq,400,1,1,0.476922186,0
parpseq,400,1,2,0.419011267,0
parpseq,400,1,3,0.460660285,0
parpseq,400,1,4,0.470989365,0
parpseq,400,1,5,0.449995269,0
parpseq,400,1,6,0.481293145,0
parpseq,400,1,7,0.435883669,0
parpseq,400,1,8,0.45658788,0
parpseq,400,1,9,0.446693065,0
parpseq,400,1,10,0.461784202,0
parpseq,400,2,1,0.394089671,0
parpseq,400,2,2,0.413836135,0
parpseq,400,2,3,0.397298767,0
parpseq,400,2,4,0.428007249,0
parpseq,400,2,5,0.43892232,0
parpseq,400,2,6,0.564708337,0
parpseq,400,2,7,0.481180399,0
parpseq,400,2,8,0.501227287,0
parpseq,400,2,9,0.419723788,0
parpseq,400,2,10,0.427965275,0
parpseq,400,4,1,0.163034991,0
parpseq,400,4,2,0.19605512,0
parpseq,400,4,3,0.176222541,0
parpseq,400,4,4,0.168558898,0
parpseq,400,4,5,0.161837607,0
parpseq,400,4,6,0.185470461,0
parpseq,400,4,7,0.195819577,0
parpseq,400,4,8,0.162973954,0
parpseq,400,4,9,0.207223752,0
parpseq,400,4,10,0.171981282,0
parpseq,400,8,1,0.122009039,0
parpseq,400,8,2,0.118970177,0
parpseq,400,8,3,0.123375491,0
parpseq,400,8,4,0.111642546,0
parpseq,400,8,5,0.118529368,0
parpseq,400,8,6,0.107305905,0
parpseq,400,8,7,0.106941433,0
parpseq,400,8,8,0.118650858,0
parpseq,400,8,9,0.130749896,0
parpseq,400,8,10,0.125101714,0
parpseq,450,1,1,1.059151924,0
parpseq,450,1,2,1.024690026,0
parpseq,450,1,3,1.072645734,0
parpseq,450,1,4,1.011022162,0
parpseq,450,1,5,0.986033383,0
parpseq,450,1,6,0.999240799,0
parpseq,450,1,7,1.027628628,0
parpseq,450,1,8,1.04437651,0
parpseq,450,1,9,1.062046408,0
parpseq,450,1,10,0.996781371,0
parpseq,450,2,1,0.879361569,0
parpseq,450,2,2,0.840680466,0
parpseq,450,2,3,0.874770833,0
parpseq,450,2,4,0.82444259,0
parpseq,450,2,5,0.793331266,0
parpseq,450,2,6,0.850600493,0
parpseq,450,2,7,0.823746833,0
parpseq,450,2,8,0.824859547,0
parpseq,450,2,9,0.828779072,0
parpseq,450,2,10,0.868805141,0
parpseq,450,4,1,0.304734959,0
parpseq,450,4,2,0.320949896,0
parpseq,450,4,3,0.313152713,0
parpseq,450,4,4,0.320751969,0
parpseq,450,4,5,0.315401651,0
parpseq,450,4,6,0.32053373,0
